APPOINTMENT_BOOKING_SUMMARY_ID,DATE,HF_CODE,HF_NAME,STATE,TOTAL_SLOTS,AVAILABLE_SLOTS,ACTIVE,WORKING_DAY,SCHEDULED_ID,SCHEDULED_NAME,SERVICE_CODE,booked,cancelled,TOTAL STOK VAKSIN
67b5051540024011e5f01445,2025-02-28 08:00:00,21-06070027,KLINIK KESIHATAN BANDAR JENGKA,PAHANG,5,5,true,true,67adb4c753158407a6dcc36d,VAKSIN INFLUENZA WARGA EMAS,GS017,0,0,0
67b5ec932f0d291866ec6e28,2025-03-18 08:00:00,21-02030345,KLINIK KESIHATAN DATO' KUMBAR,KEDAH,4,4,true,true,67ad7b291c66da69d7a117ef,Older Person Influenza Immunization,GS017,0,5,0
67ad7b651c66da69d7a11825,2025-03-04 08:00:00,21-05060049,KLINIK KESIHATAN SEREMBAN,NEGERI SEMBILAN,8,0,true,true,67a9b5721c66da69d7a10196,Influenza Vaccination for Elderly,GS017,8,1,0
67b2f00253158407a6dcf7df,2025-02-28 08:00:00,21-01060081,KLINIK KESIHATAN PARIT YUSOF,JOHOR,2,2,true,true,67b2edcd1c66da69d7a15648,INFLUENZA VACCINE,GS017,2,1,0
67adb2db53158407a6dcc344,2025-02-24 08:00:00,21-07051356,KLINIK KESIHATAN AIR PUTIH,PULAU PINANG,5,5,true,true,67773f03e8b7ff765f0cd1fc,INFLUENZA VACCINE,GS017,5,1,0
67aea38e40024011e5efcfbc,2025-07-03 08:00:00,21-01010101,KLINIK KESIHATAN SRI GADING,JOHOR,5,5,true,true,67a97ff0e8b7ff765f0dbe9c,IMUNISASI INFLUENZA (WARGA EMAS),GS017,0,0,0
674b1b9d0f3039331a793a41,2025-02-27 08:00:00,21-08030077,KLINIK KESIHATAN PLANG,PERAK,21,21,true,true,63d1ed0a7e9b4a7330d82d12,PESAKIT LUAR,"GS001,GS011,GS017",0,0,0
67b5311040024011e5f01566,2025-04-17 08:00:00,21-03100068,KLINIK KESIHATAN PENGKALAN KUBOR,KELANTAN,10,10,true,true,67b44a4553158407a6dd0b74,vaccine influenza warga emas ,GS017,0,0,0
67b823ff53158407a6dd20a0,2025-04-29 08:00:00,21-10010059,KLINIK KESIHATAN SELAYANG BARU,SELANGOR,35,32,true,true,67a2b9091c66da69d7a0e835,influenza WE,GS017,34,4,0
67aebfe81c66da69d7a13347,2025-03-17 08:00:00,21-07040034,KLINIK KESIHATAN PENAGA,PULAU PINANG,4,4,true,true,67aebc6f53158407a6dcd2be,INFLUENZA IMMUNIZATION FOR SENIOR CITIZEN ,GS017,4,2,0
67b42a191c66da69d7a16220,2025-04-07 08:00:00,21-13320212,KLINIK KESIHATAN TANJUNG MANIS,SARAWAK,4,4,true,true,67b429ff1c66da69d7a161f3,Inluenza Vaccination,GS017,0,0,0
66eed37b562d982d863dd1a0,2025-09-15 08:00:00,21-03070230,KLINIK KESIHATAN PANGKAL KALA,KELANTAN,35,35,true,true,63d9b8742085a67e64112878,OPD,"GS001,GS017",0,0,0
67af4a5140024011e5efd9a5,2025-06-09 08:00:00,21-03080052,KLINIK KESIHATAN JERAM,KELANTAN,24,24,true,true,67af46b053158407a6dcdb96,INFLUANZA VACCINE ,GS017,0,0,0
67b530ad1c66da69d7a169fe,2025-02-24 08:00:00,21-01010077,KLINIK KESIHATAN PARIT RAJA,JOHOR,8,8,true,true,67b5300d53158407a6dd102b,VAKSIN INFLUENZA UNTUK WARGA EMAS,GS017,8,1,0
67ad9d331c66da69d7a123c8,2025-03-17 08:00:00,21-10040044,KLINIK KESIHATAN ANIKA KLANG,SELANGOR,5,5,true,true,67ad9cf053158407a6dcc074,INFLUENZA VACCINE FOR OLDER PEOPLE,GS017,3,3,0
67ad915940024011e5efbf33,2025-02-25 08:00:00,21-10010059,KLINIK KESIHATAN SELAYANG BARU,SELANGOR,35,0,true,true,67a2b9091c66da69d7a0e835,influenza WE,GS017,35,7,0
67ad91c053158407a6dcbe46,2025-02-24 08:00:00,21-08020360,KLINIK KESIHATAN TELUK INTAN,PERAK,12,12,true,true,67a71781e8b7ff765f0db566,Influenza Warga Emas,GS017,12,6,0
67aeaa5b4551bb6ad40a2b7a,2025-02-26 08:00:00,21-01070091,KLINIK KESIHATAN PONTIAN,JOHOR,2,20,true,true,67aea2481c66da69d7a12ff7,INFLUENZA VACCINATION FOR SENIOR CITIZEN,GS017,2,0,0
67b28846b4739b0cfe4b11f0,2025-03-04 08:00:00,21-13260045,KLINIK KESIHATAN BALAI RINGIN,SARAWAK,1,1,true,true,67b2860f53158407a6dcf03f,Vaccine,GS017,0,0,0
67b2fa4840024011e5effdc6,2025-03-10 08:00:00,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,true,true,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,1,0,0
67b3f6cb1c66da69d7a15e80,2025-02-27 08:00:00,21-08040048,KLINIK KESIHATAN GUNUNG SEMANGGOL,PERAK,4,0,true,true,67ad90b31c66da69d7a12074,VAKSINASI INFLUENZA UNTUK WARGA EMAS,GS017,0,0,0
67b42a1a1c66da69d7a1623e,2025-05-19 08:00:00,21-13320212,KLINIK KESIHATAN TANJUNG MANIS,SARAWAK,4,4,true,true,67b429ff1c66da69d7a161f3,Inluenza Vaccination,GS017,0,0,0
679a39591c66da69d7a0ce0d,2025-04-28 08:00:00,21-08030077,KLINIK KESIHATAN PLANG,PERAK,21,21,true,true,63d1ed0a7e9b4a7330d82d12,PESAKIT LUAR,"GS001,GS011,GS017",0,0,0
67b7e9eb1c66da69d7a1760e,2025-10-24 08:00:00,21-12080085,KLINIK KESIHATAN MENUMBOK,SABAH,10,10,true,true,67b7e9471c66da69d7a1755b,Influenza Vaccination,GS017,0,0,0
67b3173840024011e5effe56,2025-05-13 08:00:00,21-12160074,KLINIK KESIHATAN KUNDASANG,SABAH,1,1,true,true,67b29e2c1c66da69d7a150a0,Imunisasi influenza untuk warga emas,GS017,0,0,0
67af3d3a1c66da69d7a13f4a,2025-03-04 08:00:00,21-02040077,KLINIK KESIHATAN SG. LALANG,KEDAH,4,4,true,true,67af3ca353158407a6dcdb81,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,4,0,0
67754d8e7a7397691c5fc562,2025-12-31 08:00:00,21-12260120,KLINIK KESIHATAN TELUPID,SABAH,40,40,true,true,63e9fbe02d362c03bf13298f,Walk-In Cases,"GS001,GS006,GS007,GS017",0,0,0
67af678440024011e5efddaa,2025-03-14 08:00:00,21-12190105,KLINIK KESIHATAN SINDUMIN,SABAH,3,10,true,true,67a9a06e2ee7040562663400,VACCINATION INFLUENZA,GS017,0,0,0
67aeafae40024011e5efd203,2025-03-05 08:00:00,21-08070417,KLINIK KESIHATAN SIMPANG,PERAK,10,10,true,true,67a96559e8b7ff765f0dbe2c,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,10,2,0
67ad3ffe40024011e5efafd2,2025-03-06 08:00:00,21-08100092,KLINIK KESIHATAN TANJUNG MALIM,PERAK,5,5,true,true,67abef9e1c66da69d7a10b90,VAKSIN INFLUENZA UNTUK WARGA EMAS,GS017,5,1,0
67b51c921c66da69d7a16993,2025-03-11 08:00:00,21-10010071,KLINIK KESIHATAN TAMAN EHSAN,SELANGOR,5,5,true,true,67a98043e8b7ff765f0dbe9d,IMMUNISASI INFLUENZA WARGA EMAS,GS017,5,0,0
67b7e9eb1c66da69d7a175e3,2025-08-26 08:00:00,21-12080085,KLINIK KESIHATAN MENUMBOK,SABAH,5,5,true,true,67b7e9471c66da69d7a1755b,Influenza Vaccination,GS017,0,0,0
67b432bd1c66da69d7a162e4,2025-03-11 08:00:00,21-06050032,KLINIK KESIHATAN BESERAH,PAHANG,10,10,true,true,67905ef12ee704056265d0cc,Immunisasi Influenza Bagi Warga Emas,GS017,10,0,0
67b8a4cd963add437ca38b8a,2025-02-25 08:00:00,21-03070129,KLINIK KESIHATAN GUAL PERIOK,KELANTAN,5,5,true,true,67b153f01c66da69d7a14834,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
67b56c1840024011e5f0186a,2025-07-14 08:00:00,21-12090079,Klinik Kesihatan Matunggong,SABAH,11,11,true,true,67b56b7453158407a6dd1222,Influenza Vaksin Untuk Warga Emas Berisiko,GS017,0,0,0
67adb79240024011e5efc686,2025-02-25 08:00:00,21-08050051,KLINIK KESIHATAN JELAPANG,PERAK,8,0,true,true,67adb7741c66da69d7a127ed,Imunisasi Influenza We 60 tahun,GS017,8,1,0
67ae9b9f53158407a6dccbb6,2025-04-14 08:00:00,21-10020031,KLINIK KESIHATAN BERANANG,SELANGOR,10,10,true,true,67a9a0c21c66da69d7a10182,VAKSIN INFLUENZA WARGA EMAS,GS017,0,0,0
6770062594b39013f4449ec2,2025-03-27 08:00:00,21-08030077,KLINIK KESIHATAN PLANG,PERAK,21,21,true,true,63d1ed0a7e9b4a7330d82d12,PESAKIT LUAR,"GS001,GS011,GS017",0,0,0
67b40bcd1c66da69d7a16160,2025-02-24 08:00:00,21-01100051,KLINIK KESIHATAN GERSIK,JOHOR,5,5,true,true,67a97412e8b7ff765f0dbe86,IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,4,4,0
67b42a191c66da69d7a1621e,2025-04-03 08:00:00,21-13320212,KLINIK KESIHATAN TANJUNG MANIS,SARAWAK,4,4,true,true,67b429ff1c66da69d7a161f3,Inluenza Vaccination,GS017,0,0,0
67b82c8c40024011e5f025fb,2025-08-20 08:00:00,21-01040105,KLINIK KESIHATAN SUNGAI RENGIT,JOHOR,10,10,true,true,67b8279f963add437ca387e1,IMMUNIZATION FOR SENIOR CITIZEN,GS017,0,0,0
67b28c261c66da69d7a14f90,2025-03-06 08:00:00,21-08020083,KLINIK KESIHATAN SELEKOH,PERAK,2,2,true,true,67b28be753158407a6dcf158,INFLUNZA WARGA EMAS,GS017,0,0,0
67b26fca53158407a6dcee17,2025-06-24 08:00:00,21-11020037,KLINIK KESIHATAN KUALA ABANG,TERENGGANU,5,5,true,true,67ad43e653158407a6dcae65,Program Imunisasi Influenza Warga Emas ,GS017,0,0,0
67b1a60c40024011e5efe84f,2025-07-24 08:00:00,21-03070044,KLINIK KESIHATAN CHEKOK,KELANTAN,8,8,true,true,63ba488c8f28e007a5829862,OPD,"GS001,GS017",0,0,0
67b13a6453158407a6dce493,2025-03-13 08:00:00,21-02040041,KLINIK KESIHATAN BUKIT SELAMBAU,KEDAH,14,14,true,true,67abf2721c66da69d7a10b95,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,2,1,0
67ad434d40024011e5efb100,2025-05-05 08:00:00,21-10070206,KLINIK KESIHATAN TAMAN MEDAN,SELANGOR,6,6,true,true,67ad42b053158407a6dcad62,Older Person Influenza Immunization,GS017,6,1,0
67af029240024011e5efd8d4,2025-03-06 08:00:00,21-01100043,KLINIK KESIHATAN BUKIT GAMBIR,JOHOR,6,6,true,true,67af01bc1c66da69d7a13c0b,INFLUENZA WARGA EMAS,GS017,6,2,0
67b435fa1c66da69d7a163ea,2025-10-19 08:00:00,DB-9927,KLINIK KESIHATAN BHARU NRF,PAHANG,900,900,true,true,65a7ad4f19771c366ea74bd2,Virtual15Min,GS017,0,0,0
67aefaed53158407a6dcd73a,2025-02-27 08:00:00,21-01020060,KLINIK KESIHATAN KEMPAS,JOHOR,10,0,true,true,67aefa1d1c66da69d7a13aca,Vaksin Influenza Warga Emas,GS017,10,1,0
67b26fcb53158407a6dcee8a,2025-12-02 08:00:00,21-11020037,KLINIK KESIHATAN KUALA ABANG,TERENGGANU,5,5,true,true,67ad43e653158407a6dcae65,Program Imunisasi Influenza Warga Emas ,GS017,0,0,0
67af24e240024011e5efd926,2025-03-07 08:00:00,21-04020030,KLINIK KESIHATAN SIMPANG BEKOH,MELAKA,4,4,true,true,67af24301c66da69d7a13e82,INFLUENZA VACCINATION,GS017,4,0,0
67ae9b9f53158407a6dccbe6,2025-06-19 08:00:00,21-10020031,KLINIK KESIHATAN BERANANG,SELANGOR,10,10,true,true,67a9a0c21c66da69d7a10182,VAKSIN INFLUENZA WARGA EMAS,GS017,0,0,0
67b42a191c66da69d7a16235,2025-05-06 08:00:00,21-13320212,KLINIK KESIHATAN TANJUNG MANIS,SARAWAK,4,4,true,true,67b429ff1c66da69d7a161f3,Inluenza Vaccination,GS017,0,0,0
67b6aabf1c66da69d7a171fa,2025-02-26 08:00:00,21-01010077,KLINIK KESIHATAN PARIT RAJA,JOHOR,8,8,true,true,67b5300d53158407a6dd102b,VAKSIN INFLUENZA UNTUK WARGA EMAS,GS017,8,0,0
67aea38e40024011e5efcffa,2025-09-29 08:00:00,21-01010101,KLINIK KESIHATAN SRI GADING,JOHOR,5,5,true,true,67a97ff0e8b7ff765f0dbe9c,IMUNISASI INFLUENZA (WARGA EMAS),GS017,0,0,0
67ad453e53158407a6dcae92,2025-02-26 08:00:00,21-01030092,KLINIK KESIHATAN RENGGAM,JOHOR,6,4,true,true,67a9c1d81c66da69d7a101a9,IMUNISASI WARGA EMAS,GS017,5,2,0
67ad999f53158407a6dcbf96,2025-03-18 08:00:00,21-02050050,KLINIK KESIHATAN KODIANG,KEDAH,3,3,true,true,67ad96771c66da69d7a12269,older 60 years influenza vaccine,GS017,3,2,0
67adae8e53158407a6dcc300,2025-02-24 08:00:00,21-07010020,KLINIK KESIHATAN BAYAN LEPAS,PULAU PINANG,10,10,true,true,67ad9e641c66da69d7a123dd,OLDER PERSON INFLUENZA IMMUNIZATION (IMUNISASI INFLUENZA WARGA EMAS),GS017,10,1,0
67b15cdb1c66da69d7a14861,2025-03-04 08:00:00,21-02030345,KLINIK KESIHATAN DATO' KUMBAR,KEDAH,4,4,true,true,67ad7b291c66da69d7a117ef,Older Person Influenza Immunization,GS017,4,2,0
67b89b7540024011e5f02be8,2025-02-26 08:00:00,21-13030206,KLINIK KESIHATAN SUNGAI ASAP,SARAWAK,9,9,true,true,67b2f66253158407a6dcf819,Influenza Vaccination for Elderly,GS017,0,0,0
67b2d9eb53158407a6dcf691,2025-03-11 08:00:00,21-10040033,KLINIK KESIHATAN BUKIT KUDA,SELANGOR,2,2,true,true,67a95f502ee70405626632a1,ELDERLY INFLUENZA VACCINE ,GS017,2,0,0
67ad434c40024011e5efb0e1,2025-03-21 08:00:00,21-10070206,KLINIK KESIHATAN TAMAN MEDAN,SELANGOR,6,6,true,true,67ad42b053158407a6dcad62,Older Person Influenza Immunization,GS017,6,2,0
67ad48f940024011e5efb1bb,2025-05-07 08:00:00,21-14010017,KLINIK KESIHATAN PETALING BAHAGIA,W.P. KUALA LUMPUR,5,5,true,true,67a96d122ee7040562663377,older person influenza immunization,GS017,3,0,0
67b286331c66da69d7a14f50,2025-06-03 08:00:00,21-12060059,KLINIK KESIHATAN INANAM,SABAH,7,7,true,true,67b285f453158407a6dcf03e,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
67b4224e40024011e5f00bc0,2025-02-25 08:00:00,21-03040069,KLINIK KESIHATAN PERINGAT,KELANTAN,2,1,true,true,67afe89b53158407a6dcdec7,vaccine influenza,GS017,1,1,0
67b2fa4840024011e5effdc8,2025-03-12 08:00:00,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,true,true,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,1,0,0
67b81a9853158407a6dd2098,2025-03-17 08:00:00,21-13150191,KLINIK KESIHATAN SEMATAN,SARAWAK,3,3,true,true,67b2d88453158407a6dcf680,influenza vaccine,GS017,0,0,0
67aea38e40024011e5efcff4,2025-09-19 08:00:00,21-01010101,KLINIK KESIHATAN SRI GADING,JOHOR,10,10,true,true,67a97ff0e8b7ff765f0dbe9c,IMUNISASI INFLUENZA (WARGA EMAS),GS017,0,0,0
67866ee1deff9a1b9b07d43d,2025-05-13 08:00:00,21-05020034,KLINIK KESIHATAN LUI MUDA,NEGERI SEMBILAN,6,6,true,true,63ae8bc2ac98db5de3f3ee4b,Procedure Clinic,"GS008,SS006,SS008,SZ001,GS017",0,0,0
67b26fca53158407a6dcedd8,2025-03-27 08:00:00,21-11020037,KLINIK KESIHATAN KUALA ABANG,TERENGGANU,3,3,true,true,67ad43e653158407a6dcae65,Program Imunisasi Influenza Warga Emas ,GS017,0,0,0
67af4a5140024011e5efd9b7,2025-07-03 08:00:00,21-03080052,KLINIK KESIHATAN JERAM,KELANTAN,12,12,true,true,67af46b053158407a6dcdb96,INFLUANZA VACCINE ,GS017,0,0,0
67b51c921c66da69d7a1699a,2025-03-24 08:00:00,21-10010071,KLINIK KESIHATAN TAMAN EHSAN,SELANGOR,5,5,true,true,67a98043e8b7ff765f0dbe9d,IMMUNISASI INFLUENZA WARGA EMAS,GS017,5,1,0
67b435fa1c66da69d7a163fa,2025-11-04 08:00:00,DB-9927,KLINIK KESIHATAN BHARU NRF,PAHANG,900,900,true,true,65a7ad4f19771c366ea74bd2,Virtual15Min,GS017,0,0,0
67b2717c53158407a6dceeed,2025-07-25 08:00:00,21-08070078,KLINIK KESIHATAN POKOK ASSAM,PERAK,10,10,true,true,67b1e1a21c66da69d7a14af9,Influenza Vaccine For Senior Citizen,GS017,0,0,0
67ad3ffe40024011e5efafd5,2025-03-11 08:00:00,21-08100092,KLINIK KESIHATAN TANJUNG MALIM,PERAK,5,10,true,true,67abef9e1c66da69d7a10b90,VAKSIN INFLUENZA UNTUK WARGA EMAS,GS017,5,0,0
67aea38f40024011e5efd01c,2025-11-14 08:00:00,21-01010101,KLINIK KESIHATAN SRI GADING,JOHOR,10,10,true,true,67a97ff0e8b7ff765f0dbe9c,IMUNISASI INFLUENZA (WARGA EMAS),GS017,0,0,0
67ad730853158407a6dcb711,2025-03-04 08:00:00,21-14010020,KLINIK KESIHATAN SUNGAI BESI,W.P. KUALA LUMPUR,6,0,true,true,67ad71321c66da69d7a11701,Influenza Vaccine for older person ,GS017,5,4,0
67aef40053158407a6dcd622,2025-03-27 08:00:00,21-08010091,KLINIK KESIHATAN SUNGKAI,PERAK,4,4,true,true,67aeba231c66da69d7a1330c,Perkhidmatan Imunisasi Influenza bagi Warga Emas,GS017,0,0,155
67b04f471c66da69d7a1421f,2025-06-22 08:00:00,21-03090281,KLINIK KESIHATAN TANAH MERAH,KELANTAN,7,7,true,true,67919c302ee704056265d56e,influanza adult,GS017,0,0,0
67b2a8ae1c66da69d7a15107,2025-03-17 08:00:00,21-07020037,KLINIK KESIHATAN BANDAR TASIK MUTIARA,PULAU PINANG,8,8,true,true,67ad8e1053158407a6dcbc9f,vaksin influenza warga emas,GS017,6,2,0
67aec20953158407a6dcd321,2025-02-26 08:00:00,21-02070053,KLINIK KESIHATAN KUAH,KEDAH,6,8,true,true,6774b08de8b7ff765f0cbafd,VAKSIN INFLUENZA KEPADA WARGA EMAS,GS017,6,0,0
67aef40053158407a6dcd616,2025-03-06 08:00:00,21-08010091,KLINIK KESIHATAN SUNGKAI,PERAK,4,4,true,true,67aeba231c66da69d7a1330c,Perkhidmatan Imunisasi Influenza bagi Warga Emas,GS017,1,0,155
67adf58f1c66da69d7a1299b,2025-03-04 08:00:00,21-07050028,KLINIK KESIHATAN JALAN PERAK,PULAU PINANG,10,10,true,true,67a302e9e8b7ff765f0da5f4,Older Person Influenza Immunization,GS017,10,1,0
67aea38e40024011e5efd00d,2025-10-24 08:00:00,21-01010101,KLINIK KESIHATAN SRI GADING,JOHOR,10,10,true,true,67a97ff0e8b7ff765f0dbe9c,IMUNISASI INFLUENZA (WARGA EMAS),GS017,0,0,0
67b7e9eb1c66da69d7a175dd,2025-08-18 08:00:00,21-12080085,KLINIK KESIHATAN MENUMBOK,SABAH,10,10,true,true,67b7e9471c66da69d7a1755b,Influenza Vaccination,GS017,0,0,0
67b26fca53158407a6dcee12,2025-06-17 08:00:00,21-11020037,KLINIK KESIHATAN KUALA ABANG,TERENGGANU,5,5,true,true,67ad43e653158407a6dcae65,Program Imunisasi Influenza Warga Emas ,GS017,0,0,0
67b2d9eb53158407a6dcf6b5,2025-05-13 08:00:00,21-10040033,KLINIK KESIHATAN BUKIT KUDA,SELANGOR,2,2,true,true,67a95f502ee70405626632a1,ELDERLY INFLUENZA VACCINE ,GS017,2,0,0
67b26fcb53158407a6dcee4b,2025-09-04 08:00:00,21-11020037,KLINIK KESIHATAN KUALA ABANG,TERENGGANU,3,3,true,true,67ad43e653158407a6dcae65,Program Imunisasi Influenza Warga Emas ,GS017,0,0,0
67ad700040024011e5efb59a,2025-04-15 08:00:00,21-04010024,KLINIK KESIHATAN MASJID TANAH,MELAKA,5,5,true,true,67ac1e611c66da69d7a10db0,VAKSIN INFLUENZA,GS017,0,0,0
67ad700040024011e5efb5a0,2025-04-24 08:00:00,21-04010024,KLINIK KESIHATAN MASJID TANAH,MELAKA,5,5,true,true,67ac1e611c66da69d7a10db0,VAKSIN INFLUENZA,GS017,0,0,0
67b26fc953158407a6dcedd0,2025-03-17 08:00:00,21-11020037,KLINIK KESIHATAN KUALA ABANG,TERENGGANU,5,5,true,true,67ad43e653158407a6dcae65,Program Imunisasi Influenza Warga Emas ,GS017,0,0,0
67ad48f840024011e5efb19a,2025-03-21 08:00:00,21-14010017,KLINIK KESIHATAN PETALING BAHAGIA,W.P. KUALA LUMPUR,5,0,true,true,67a96d122ee7040562663377,older person influenza immunization,GS017,5,1,0
67ad768c53158407a6dcb831,2025-03-05 08:00:00,21-07030036,KLINIK KESIHATAN SEBERANG JAYA,PULAU PINANG,10,0,true,true,67ac3ffe1c66da69d7a10ddc,Perkhidmatan Imunisasi Influenza bagi Warga Emas,GS017,10,2,0
67add8911c66da69d7a128e8,2025-02-26 08:00:00,21-05060180,KLINIK KESIHATAN SEREMBAN 2,NEGERI SEMBILAN,6,6,true,true,67add84e1c66da69d7a128dc,Influenza Vaccination,GS017,6,0,0
67b435f71c66da69d7a16347,2025-05-09 08:00:00,DB-9927,KLINIK KESIHATAN BHARU NRF,PAHANG,900,900,true,true,65a7ad4f19771c366ea74bd2,Virtual15Min,GS017,0,0,0
67af21af53158407a6dcdaa1,2025-02-25 08:00:00,21-05030029,KLINIK KESIHATAN JOHOL,NEGERI SEMBILAN,5,5,true,true,67af051e53158407a6dcd962,influenzah,GS017,5,1,0
6659da97c2e4907cc4d0f9d5,2025-05-25 08:00:00,21-03070230,KLINIK KESIHATAN PANGKAL KALA,KELANTAN,7,7,true,true,63d9b8742085a67e64112878,OPD,"GS001,GS017",0,0,0
67b14cb31c66da69d7a14820,2025-02-24 08:00:00,21-02050031,KLINIK KESIHATAN BANAI,KEDAH,4,4,true,true,67b140df1c66da69d7a147e3,Influenza Immunization for Senior Citizen,GS017,4,1,0
67b55cb353158407a6dd11df,2025-02-26 08:00:00,21-08030063,KLINIK KESIHATAN LAWIN,PERAK,6,6,true,true,67b15b9a53158407a6dce5bb,influenza vaccine,GS017,0,0,0
67aea38e40024011e5efcfeb,2025-09-08 08:00:00,21-01010101,KLINIK KESIHATAN SRI GADING,JOHOR,5,5,true,true,67a97ff0e8b7ff765f0dbe9c,IMUNISASI INFLUENZA (WARGA EMAS),GS017,0,0,0
67b2d9eb53158407a6dcf6a3,2025-04-10 08:00:00,21-10040033,KLINIK KESIHATAN BUKIT KUDA,SELANGOR,2,2,true,true,67a95f502ee70405626632a1,ELDERLY INFLUENZA VACCINE ,GS017,2,0,0
67b42a191c66da69d7a16231,2025-04-30 08:00:00,21-13320212,KLINIK KESIHATAN TANJUNG MANIS,SARAWAK,4,4,true,true,67b429ff1c66da69d7a161f3,Inluenza Vaccination,GS017,0,0,0
67aeaac6f99b747af0c6724c,2025-03-06 08:00:00,21-13280185,KLINIK KESIHATAN SEBUYAU,SARAWAK,12,12,true,true,67aea49053158407a6dcccdd,Imunisasi Influenza untuk Warga Emas,GS017,0,0,0
67b435f91c66da69d7a163d8,2025-10-01 08:00:00,DB-9927,KLINIK KESIHATAN BHARU NRF,PAHANG,900,900,true,true,65a7ad4f19771c366ea74bd2,Virtual15Min,GS017,0,0,0
67b3e0d853158407a6dcfe38,2025-04-11 08:00:00,21-08020360,KLINIK KESIHATAN TELUK INTAN,PERAK,12,12,true,true,67a71781e8b7ff765f0db566,Influenza Warga Emas,GS017,9,0,0
67ad8e5b40024011e5efbeed,2025-02-25 08:00:00,21-07020037,KLINIK KESIHATAN BANDAR TASIK MUTIARA,PULAU PINANG,8,8,true,true,67ad8e1053158407a6dcbc9f,vaksin influenza warga emas,GS017,6,3,0
67b0a3799c30d237f5eff588,2025-03-16 08:00:00,21-02080062,KLINIK KESIHATAN LUBUK MERBAU,KEDAH,1,5,true,true,67ad618d53158407a6dcb63f,VACCINE INFLUENZA,GS017,0,0,0
67b1d23f53158407a6dcea95,2025-03-16 08:00:00,21-11020034,KLINIK KESIHATAN KETENGAH JAYA,TERENGGANU,5,5,true,true,67b1d20653158407a6dcea7f,Vaksin Influenza Untuk Warga Emas,GS017,0,0,0
67aeafb040024011e5efd2aa,2025-10-24 08:00:00,21-08070417,KLINIK KESIHATAN SIMPANG,PERAK,6,6,true,true,67a96559e8b7ff765f0dbe2c,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
67b5edf440024011e5f01f60,2025-03-06 08:00:00,21-05020021,KLINIK KESIHATAN BAHAU,NEGERI SEMBILAN,7,7,true,true,67ad9eb81c66da69d7a12401,Older Person Influenza Vaccination,GS017,7,1,0
67b3e0d853158407a6dcfe27,2025-03-19 08:00:00,21-08020360,KLINIK KESIHATAN TELUK INTAN,PERAK,9,10,true,true,67a71781e8b7ff765f0db566,Influenza Warga Emas,GS017,9,1,0
67ad69e440024011e5efb523,2025-02-24 08:00:00,21-01020429,KLINIK KESIHATAN SULTAN ISMAIL,JOHOR,5,5,true,true,678f17072ee704056265c7ef,INFLUENZA WARGA EMAS VACCINATION ,GS017,5,0,0
67068e6b9ba08b68f866eee4,2025-10-08 08:00:00,21-12260120,KLINIK KESIHATAN TELUPID,SABAH,40,40,true,true,63e9fbe02d362c03bf13298f,Walk-In Cases,"GS001,GS006,GS007,GS017",0,0,0
67b435fa1c66da69d7a163ef,2025-10-24 08:00:00,DB-9927,KLINIK KESIHATAN BHARU NRF,PAHANG,900,900,true,true,65a7ad4f19771c366ea74bd2,Virtual15Min,GS017,0,0,0
67b1a60c40024011e5efe852,2025-08-14 08:00:00,21-03070044,KLINIK KESIHATAN CHEKOK,KELANTAN,8,8,true,true,63ba488c8f28e007a5829862,OPD,"GS001,GS017",0,0,0
67ad48f940024011e5efb1ab,2025-04-15 08:00:00,21-14010017,KLINIK KESIHATAN PETALING BAHAGIA,W.P. KUALA LUMPUR,5,5,true,true,67a96d122ee7040562663377,older person influenza immunization,GS017,5,1,0
67ada88540024011e5efc3da,2025-03-25 08:00:00,21-07050040,KLINIK KESIHATAN SUNGAI DUA (TL),PULAU PINANG,10,10,true,true,67ada7ff1c66da69d7a12625,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,9,0,0
67aea21c40024011e5efcec3,2025-03-05 08:00:00,21-04020031,KLINIK KESIHATAN SUNGAI RAMBAI,MELAKA,12,12,true,true,67aacc881c66da69d7a10743,Older Person Influenza Immunization,GS017,12,2,0
67af50c41c66da69d7a1406d,2025-02-27 08:00:00,21-10010071,KLINIK KESIHATAN TAMAN EHSAN,SELANGOR,5,5,true,true,67a98043e8b7ff765f0dbe9d,IMMUNISASI INFLUENZA WARGA EMAS,GS017,5,0,0
